acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,ontology_prefix
Rmc,#B067A9,2040,DHBA:13059,magnocellular division of reticular nucleus,DHBA:10464,DHBA
Rpc,#BF89BC,2041,DHBA:13060,parvocellular division of reticular nucleus (perireticular nucleus),DHBA:10464,DHBA
SubTH,#DDD2E6,2042,DHBA:10465,subthalamus,DHBA:10389,DHBA
STH,#B799C4,2043,DHBA:10466,subthalamic nucleus,DHBA:10465,DHBA
STHm,#A78DB4,2044,DHBA:13332,medial portion of STH,DHBA:10466,DHBA
STHld,#9881A5,2045,DHBA:13333,laterodorsal portion of STH,DHBA:10466,DHBA
STHlv,#8A7595,2046,DHBA:13334,lateroventral portion of STH,DHBA:10466,DHBA
HTH,#E4C9D9,2047,DHBA:10467,hypothalamus,DHBA:10389,DHBA
HTHpo,#DBABC8,2048,DHBA:10468,preoptic region of HTH,DHBA:10467,DHBA
PeVpo,#DBABC8,2049,DHBA:10469,"periventricular nucleus, preoptic portion",DHBA:10468,DHBA
DPe,#C178A2,2050,DHBA:266441543,dorsal periventricular nucleus,DHBA:10469,DHBA
AVPe,#CF97B9,2051,DHBA:13061,anteroventral periventricular nucleus,DHBA:10469,DHBA
AMPO,#C484A9,2052,DHBA:13062,anteromedial preoptic nucleus,DHBA:10469,DHBA
MPA,#DFB6CE,2053,DHBA:266441547,medial preoptic area,DHBA:10468,DHBA
MPN,#CF97B9,2054,DHBA:10470,medial preoptic nucleus,DHBA:10468,DHBA
LPA,#DBABC8,2055,DHBA:10471,lateral preoptic area,DHBA:10468,DHBA
IMH,#B57197,2056,DHBA:10472,intermediate (sexually dimorphic) hypothalamic nuclei,DHBA:10468,DHBA
MnPO,#C178A2,2057,DHBA:13063,median preoptic nucleus,DHBA:10468,DHBA
HTHso,#CF97B9,2058,DHBA:10473,supraoptic region of HTH,DHBA:10467,DHBA
PeVso,#DBABC8,2059,DHBA:10474,"periventricular nucleus, supraoptic portion",DHBA:10473,DHBA
AHN,#CF97B9,2060,DHBA:10475,anterior hypothalamic nucleus,DHBA:10473,DHBA
AnHA,#CF97B9,2061,DHBA:266441551,anterior hypothalamic area,DHBA:10473,DHBA
PV,#A66B8E,2062,DHBA:10476,paraventricular nucleus of hypothalamus,DHBA:10473,DHBA
PVd,#C178A2,2063,DHBA:10477,descending division of paraventricular nucleus,DHBA:10476,DHBA
PVmc,#915E7E,2064,DHBA:10478,magnocellular division of paraventricular nucleus,DHBA:10476,DHBA
PVpc,#A66B8E,2065,DHBA:10479,parvicellular division of paraventricular nucleus,DHBA:10476,DHBA
PVpo,#C484A9,2066,DHBA:13064,posterior division of paraventricular nucleus,DHBA:10476,DHBA
UnN,#DBABC8,2067,DHBA:15535,uncinate nucleus,DHBA:10473,DHBA
SCN,#CF97B9,2068,DHBA:10480,suprachiasmatic nucleus,DHBA:10473,DHBA
SCNd,#DBABC8,2069,DHBA:13065,dorsal part of suprachiasmatic nucleus,DHBA:10480,DHBA
SCNc,#CF97B9,2070,DHBA:13066,central part of suprachiasmatic nucleus,DHBA:10480,DHBA
RCN,#DBABC8,2071,DHBA:15536,retrochiasmatic nucleus,DHBA:10473,DHBA
SO,#7D526F,2072,DHBA:10481,supraoptic nucleus,DHBA:10473,DHBA
SOm,#7D526F,2073,DHBA:13067,medial part of supraoptic nucleus,DHBA:10481,DHBA
SOl,#865977,2074,DHBA:13068,lateral part of supraoptic nucleus,DHBA:10481,DHBA
LHAa,#DBABC8,2075,DHBA:10482,"lateral hypothalamic area, anterior part",DHBA:10473,DHBA
SuV,#DBABC8,2076,DHBA:13069,subventricular nucleus,DHBA:10473,DHBA
SPZ,#DBABC8,2077,DHBA:266441555,subparaventricular zone,DHBA:10473,DHBA
HTHtub,#DBABC8,2078,DHBA:10483,tuberal region of HTH,DHBA:10467,DHBA
PeVtub,#DDB5CE,2079,DHBA:10484,"periventricular nucleus, tuberal portion",DHBA:10483,DHBA
JPLH,#CF97B9,2080,DHBA:266441559,juxtaparaventricular lateral hypothalamic area,DHBA:10483,DHBA
DHA,#C484A9,2081,DHBA:13335,dorsal hypothalamic area,DHBA:10483,DHBA
DMH,#CF97B9,2082,DHBA:10485,dorsomedial hypothalamic nucleus,DHBA:10483,DHBA
DMHc,#C484A9,2083,DHBA:10486,compact part of dorsomedial hypothalamic nucleus,DHBA:10485,DHBA
DMHd,#CF97B9,2084,DHBA:10487,diffuse part of dorsomedial hypothalamic nucleus,DHBA:10485,DHBA
VMH,#C178A2,2085,DHBA:10488,ventromedial hypothalamic nucleus,DHBA:10483,DHBA
VMHd,#C178A2,2086,DHBA:10489,dorsal part of ventromedial hypothalamic nucleus,DHBA:10488,DHBA
VMHv,#A66B8E,2087,DHBA:10490,ventral part of ventromedial hypothalamic nucleus,DHBA:10488,DHBA
VMHc,#B57197,2088,DHBA:10491,central part of ventromedial hypothalamic nucleus,DHBA:10488,DHBA
PMH,#C484A9,2089,DHBA:15537,posteromedial hypothalamic nucleus,DHBA:10483,DHBA
Arc,#C484A9,2090,DHBA:10492,arcuate nucleus of hypothalamus,DHBA:10483,DHBA
LT,#915E7E,2091,DHBA:10493,lateral tuberal nuclei,DHBA:10483,DHBA
LHAtub,#DBABC8,2092,DHBA:10494,"lateral hypothalamic area, tuberal part",DHBA:10483,DHBA
LHmc,#C178A2,2093,DHBA:13070,magnocellular nucleus of lateral hypothalamic area,DHBA:10494,DHBA
LHsc,#C178A2,2094,DHBA:13337,accessory secretory cells of lateral hypothalamus,DHBA:10494,DHBA
PalHy,#CF97B9,2095,DHBA:266441563,pallidohypothalamic area,DHBA:10494,DHBA
NCN,#C484A9,2096,DHBA:13071,nanocellular hypothalamic nucleus,DHBA:10483,DHBA
ME,#87281A,2097,DHBA:13338,median eminence,DHBA:10483,DHBA
MEE,#915E7E,2098,DHBA:13339,external portion of median eminence,DHBA:13338,DHBA
MEI,#915E7E,2099,DHBA:13340,internal portion of median eminence,DHBA:13338,DHBA
HTHma,#C484A9,2100,DHBA:10495,mammillary region of HTH,DHBA:10467,DHBA
TM,#B57197,2101,DHBA:10496,tuberomammillary nucleus,DHBA:10495,DHBA
SUM,#A66B8E,2102,DHBA:10497,supramammillary nucleus,DHBA:10495,DHBA
MN,#B57197,2103,DHBA:10498,mammillary nucleus,DHBA:10495,DHBA
MM,#B57197,2104,DHBA:10499,medial mammillary nucleus,DHBA:10498,DHBA
MMl,#B57197,2105,DHBA:10500,lateral part of medial mammillary nucleus,DHBA:10499,DHBA
MMm,#B57197,2106,DHBA:10501,medial part of medial mammillary nucleus,DHBA:10499,DHBA
MMb,#B57197,2107,DHBA:11577,basal division of medial mammillary nucleus,DHBA:10499,DHBA
LM,#9D6585,2108,DHBA:10502,lateral mammillary nucleus,DHBA:10498,DHBA
PHN,#C484A9,2109,DHBA:10503,posterior hypothalamic nucleus,DHBA:10495,DHBA
LHAp,#C484A9,2110,DHBA:10504,"lateral  hypothalamic area, posterior part",DHBA:10495,DHBA
PeF,#A66B8E,2111,DHBA:11578,perifornical nucleus,DHBA:10504,DHBA
PMN,#C178A2,2112,DHBA:13072,premammillary nulceus,DHBA:10495,DHBA
RMA,#C178A2,2113,DHBA:13073,retromammillary area,DHBA:10495,DHBA
Pit,#775F5F,2114,DHBA:10505,pituitary body,DHBA:10467,DHBA
Ret,#775F5F,2115,DHBA:11579,retina,DHBA:10389,DHBA
FWM,#F2F1F0,2116,DHBA:10557,white matter of forebrain,DHBA:10156,DHBA
FCFT,#F2F1F0,2117,DHBA:10558,forebrain commissural fiber tracts,DHBA:10557,DHBA
ac,#F2F1F0,2118,DHBA:10559,anterior commissure,DHBA:10558,DHBA
cc,#F2F1F0,2119,DHBA:10561,corpus callosum,DHBA:10558,DHBA
ccr,#F2F1F0,2120,DHBA:10562,rostrum of corpus callosum,DHBA:10561,DHBA
ccg,#F2F1F0,2121,DHBA:10563,genu of corpus callosum,DHBA:10561,DHBA
ccg-mi,#F2F1F0,2122,DHBA:12024,forceps minor (frontalis),DHBA:10563,DHBA
ccb,#F2F1F0,2123,DHBA:10564,body of corpus callosum,DHBA:10561,DHBA
ccbr,#F2F1F0,2124,DHBA:266441567,"body of cc, rostral portion",DHBA:10564,DHBA
ccbi,#F2F1F0,2125,DHBA:266441571,"body of cc, intermediate portion",DHBA:10564,DHBA
ccbc,#F2F1F0,2126,DHBA:266441575,"body of cc, caudal portion ",DHBA:10564,DHBA
ccs,#F2F1F0,2127,DHBA:10565,splenium of corpus callosum,DHBA:10561,DHBA
ccs-ma,#F2F1F0,2128,DHBA:12025,forceps major (occipitalis),DHBA:10565,DHBA
ccs-in,#F2F1F0,2129,DHBA:266441579,forceps inferior,DHBA:10565,DHBA
ccrd,#F2F1F0,2130,DHBA:12026,radiations of corpus callosum,DHBA:10561,DHBA
tap,#F2F1F0,2131,DHBA:12027,tapetum of corpus callosum,DHBA:10561,DHBA
hac,#F2F1F0,2132,DHBA:10566,habenular commissure,DHBA:10558,DHBA
hic,#F2F1F0,2133,DHBA:10560,hippocampal commissure,DHBA:10558,DHBA
dhic,#F2F1F0,2134,DHBA:12022,dorsal hippocampal commissure,DHBA:10560,DHBA
vhic,#F2F1F0,2135,DHBA:12023,ventral hippocampal commissure,DHBA:10560,DHBA
smc,#F2F1F0,2136,DHBA:12028,supramamillary commissure,DHBA:10558,DHBA
FIFT,#F2F1F0,2137,DHBA:10568,forebrain ipsilateral fiber tracts,DHBA:10557,DHBA
alv,#F2F1F0,2138,DHBA:10570,alveus,DHBA:10568,DHBA
amtg,#F2F1F0,2139,DHBA:12029,amygdalotegmental tract,DHBA:10568,DHBA
ar,#F2F1F0,2140,DHBA:266441583,acoustic radiation,DHBA:10568,DHBA
agb,#F2F1F0,2141,DHBA:266441587,angular bundle,DHBA:10568,DHBA
al,#F2F1F0,2142,DHBA:10571,ansa lenticularis,DHBA:10568,DHBA
ap,#F2F1F0,2143,DHBA:266441591,ansa peduncularis,DHBA:10568,DHBA
af,#F2F1F0,2144,DHBA:10569,arcuate fasciculus,DHBA:10568,DHBA
bx,#F2F1F0,2145,DHBA:15538,bundle X,DHBA:10568,DHBA
cb,#F2F1F0,2146,DHBA:10572,cingulum bundle,DHBA:10568,DHBA
cb-cx,#F2F1F0,2147,DHBA:15539,cingulum bundle in cingulate cortex,DHBA:10572,DHBA
cb-tx,#F2F1F0,2148,DHBA:15540,cingulum bundle in temporal cortex,DHBA:10572,DHBA
comb,#F2F1F0,2149,DHBA:13215,comb fibers,DHBA:10568,DHBA
cor,#F2F1F0,2150,DHBA:12030,corona radiata,DHBA:10568,DHBA
cor-a,#F2F1F0,2151,DHBA:15541,anterior portion of corona radiata,DHBA:12030,DHBA
cor-s,#F2F1F0,2152,DHBA:15542,superior portion of corona radiata,DHBA:12030,DHBA
cor-p,#F2F1F0,2153,DHBA:15543,posterior portion of corona radiata,DHBA:12030,DHBA
cbu-sc,#F2F1F0,2154,DHBA:266441595,"corticobulbar tract, supracapsular part",DHBA:10568,DHBA
cpa,#F2F1F0,2155,DHBA:12031,corticopallidal tract,DHBA:10568,DHBA
cst,#F2F1F0,2156,DHBA:12032,corticostriate tract,DHBA:10568,DHBA
dpa,#F2F1F0,2157,DHBA:12033,dentatopallidal tract,DHBA:10568,DHBA
dib,#F2F1F0,2158,DHBA:12034,diagonal band,DHBA:10568,DHBA
dlf,#F2F1F0,2159,DHBA:12035,dorsal longitudinal fasciculus,DHBA:10568,DHBA
dob,#F2F1F0,2160,DHBA:12036,dorsal occipital bundle,DHBA:10568,DHBA
extC,#F2F1F0,2161,DHBA:10573,external capsule,DHBA:10568,DHBA
emlgp,#F2F1F0,2162,DHBA:12037,external medullary lamina of globus pallidus,DHBA:10568,DHBA
emlth,#F2F1F0,2163,DHBA:12038,external medullary lamina of thalamus,DHBA:10568,DHBA
extrC,#F2F1F0,2164,DHBA:10574,extreme capsule,DHBA:10568,DHBA
fim,#F2F1F0,2165,DHBA:10575,fimbria,DHBA:10568,DHBA
fx,#F2F1F0,2166,DHBA:10576,fornix,DHBA:10568,DHBA
fx-co,#F2F1F0,2167,DHBA:10577,column of the fornix,DHBA:10576,DHBA
fxc-r,#F2F1F0,2168,DHBA:266441599,"column of the fornix, rostral portion",DHBA:10577,DHBA
fxc-c,#F2F1F0,2169,DHBA:266441603,"column of the fornix, caudal portion",DHBA:10577,DHBA
fx-b,#F2F1F0,2170,DHBA:10578,body of the fornix,DHBA:10576,DHBA
fx-cr,#F2F1F0,2171,DHBA:10579,crus of the fornix,DHBA:10576,DHBA
hyhp,#F2F1F0,2172,DHBA:12041,hypothalamo-hypophyseal tract,DHBA:10568,DHBA
ilf,#F2F1F0,2173,DHBA:10580,inferior longitudinal fasciculus,DHBA:10568,DHBA
ithp,#F2F1F0,2174,DHBA:12059,inferior thalamic peduncle,DHBA:10568,DHBA
ic,#F2F1F0,2175,DHBA:10581,internal capsule,DHBA:10568,DHBA
aic,#F2F1F0,2176,DHBA:10582,anterior limb of internal capsule,DHBA:10581,DHBA
pfpf,#F2F1F0,2177,DHBA:12042,prefrontopontine fibers,DHBA:10582,DHBA
athf,#F2F1F0,2178,DHBA:12043,anterior thalamic radiation,DHBA:10582,DHBA
gic,#F2F1F0,2179,DHBA:10583,genu of internal capsule,DHBA:10581,DHBA
cbu-ic,#F2F1F0,2180,DHBA:12044,corticobulbar fibers,DHBA:10583,DHBA
cre,#F2F1F0,2181,DHBA:12045,corticoreticular fibers,DHBA:10583,DHBA
pic,#F2F1F0,2182,DHBA:10584,posterior limb of internal capsule,DHBA:10581,DHBA
lthp,#F2F1F0,2183,DHBA:12046,lenticulothalamic portion,DHBA:10584,DHBA
csp,#F2F1F0,2184,DHBA:12047,corticospinal fibers,DHBA:12046,DHBA
fpn,#F2F1F0,2185,DHBA:12048,frontopontine fibers,DHBA:12046,DHBA
sthr,#F2F1F0,2186,DHBA:12049,superior thalamic radiation,DHBA:12046,DHBA
cte,#F2F1F0,2187,DHBA:12050,corticotectal fibers,DHBA:12046,DHBA
cru,#F2F1F0,2188,DHBA:12051,corticorubral fibers,DHBA:12046,DHBA
relp,#F2F1F0,2189,DHBA:12052,retrolenticular portion,DHBA:10584,DHBA
pthr,#F2F1F0,2190,DHBA:12053,posterior thalamic radiation,DHBA:12052,DHBA
or-rl,#F2F1F0,2191,DHBA:12054,optic radiation (geniculocalcarine tract),DHBA:12053,DHBA
ppn,#F2F1F0,2192,DHBA:12055,parietopontine fibers,DHBA:12052,DHBA
opn,#F2F1F0,2193,DHBA:12056,occipitopontine fibers,DHBA:12052,DHBA
oco,#F2F1F0,2194,DHBA:12057,occipitocollicular fibers,DHBA:12052,DHBA
sulp,#F2F1F0,2195,DHBA:12058,sublenticular portion,DHBA:10584,DHBA
ar-sl,#F2F1F0,2196,DHBA:12060,auditory radiation,DHBA:12058,DHBA
tepn,#F2F1F0,2197,DHBA:12061,temporopontine fibers,DHBA:12058,DHBA
imlgp,#F2F1F0,2198,DHBA:12062,internal medullary lamina of globus pallidus,DHBA:10568,DHBA
imlth,#F2F1F0,2199,DHBA:12063,internal medullary lamina of thalamus,DHBA:10568,DHBA
lls,#F2F1F0,2200,DHBA:12064,lateral longitudinal stria,DHBA:10568,DHBA
lf,#F2F1F0,2201,DHBA:10585,lenticular fasciculus,DHBA:10568,DHBA
mp,#F2F1F0,2202,DHBA:266441609,mammillary peduncle,DHBA:10568,DHBA
mtg,#F2F1F0,2203,DHBA:12065,mammillotegmental tract,DHBA:10568,DHBA
mtt,#F2F1F0,2204,DHBA:10586,mammillothalamic tract,DHBA:10568,DHBA
mcht,#F2F1F0,2205,DHBA:266441613,medial corticohypothalamic tract,DHBA:10568,DHBA
mfb,#F2F1F0,2206,DHBA:10587,medial forebrain bundle,DHBA:10568,DHBA
mls,#F2F1F0,2207,DHBA:12066,medial longitudinal stria,DHBA:10568,DHBA
or-lp,#F2F1F0,2208,DHBA:266441617,Meyer's loop of optic radiation ,DHBA:10568,DHBA
milf,#F2F1F0,2209,DHBA:12067,middle longitudinal fasciculus,DHBA:10568,DHBA
npa,#F2F1F0,2210,DHBA:12068,nigropallidal tract,DHBA:10568,DHBA
nst,#F2F1F0,2211,DHBA:12069,nigrostriate tract,DHBA:10568,DHBA
off,#F2F1F0,2212,DHBA:10588,occipitofrontal fasciculus,DHBA:10568,DHBA
offi,#F2F1F0,2213,DHBA:12070,inferior occipitofrontal fasciculus,DHBA:10588,DHBA
offs,#F2F1F0,2214,DHBA:12071,superior occipitofrontal fasciculus,DHBA:10588,DHBA
olt,#F2F1F0,2215,DHBA:12073,olfactory tract,DHBA:10568,DHBA
ost,#F2F1F0,2216,DHBA:12074,olfactory striae,DHBA:10568,DHBA
lost,#F2F1F0,2217,DHBA:12075,lateral olfactory stria,DHBA:12074,DHBA
most,#F2F1F0,2218,DHBA:12076,medial olfactory stria,DHBA:12074,DHBA
ox,#F2F1F0,2219,DHBA:10644,optic chiasm,DHBA:10568,DHBA
on,#F2F1F0,2220,DHBA:15544,optic nerve,DHBA:10568,DHBA
or,#F2F1F0,2221,DHBA:266441621,optic radiation,DHBA:10568,DHBA
ot,#F2F1F0,2222,DHBA:10589,optic tract,DHBA:10568,DHBA
opt,#F2F1F0,2223,DHBA:266441625,orbito-polar tract,DHBA:10568,DHBA
pni,#F2F1F0,2224,DHBA:12077,pallidonigral tract,DHBA:10568,DHBA
ptg,#F2F1F0,2225,DHBA:12078,pallidotegmental tract,DHBA:10568,DHBA
pth,#F2F1F0,2226,DHBA:12079,pallidothalamic tract,DHBA:10568,DHBA
perf,#F2F1F0,2227,DHBA:12080,perforant path,DHBA:10568,DHBA
perp,#F2F1F0,2228,DHBA:266441629,perpendicular fasciculus,DHBA:10568,DHBA
ponb,#F2F1F0,2229,DHBA:12081,pontine bundle,DHBA:10568,DHBA
rthp,#F2F1F0,2230,DHBA:266441633,rostral thalamic peduncle,DHBA:10568,DHBA
sst,#F2F1F0,2231,DHBA:12082,sagittal stratum,DHBA:10568,DHBA
sste,#F2F1F0,2232,DHBA:12083,external sagittal stratum,DHBA:12082,DHBA
ssti,#F2F1F0,2233,DHBA:12084,internal sagittal stratum,DHBA:12082,DHBA
saf,#F2F1F0,2234,DHBA:15545,short association fibers,DHBA:10568,DHBA
szt,#F2F1F0,2235,DHBA:12085,stratum zonale of thalamus,DHBA:10568,DHBA
smt,#F2F1F0,2236,DHBA:10590,stria medullaris of thalamus,DHBA:10568,DHBA
st,#F2F1F0,2237,DHBA:10591,stria terminalis,DHBA:10568,DHBA
spa,#F2F1F0,2238,DHBA:12086,striopallidal tract,DHBA:10568,DHBA
sni,#F2F1F0,2239,DHBA:12087,strionigral tract,DHBA:10568,DHBA
sth,#F2F1F0,2240,DHBA:12088,striothalamic tract,DHBA:10568,DHBA
scf,#F2F1F0,2241,DHBA:12072,subcallosal fasciculus,DHBA:10568,DHBA
sthf,#F2F1F0,2242,DHBA:12089,subthalamic fasciculus,DHBA:10568,DHBA
sprs,#F2F1F0,2243,DHBA:266441637,superficial presubicular path,DHBA:10568,DHBA
slf,#F2F1F0,2244,DHBA:10592,superior longitudinal fasciculus,DHBA:10568,DHBA
slf-m,#F2F1F0,2245,DHBA:266441641,"superior longitudinal fasciculus, medial portion",DHBA:10592,DHBA
slf-i,#F2F1F0,2246,DHBA:266441645,"superior longitudinal fasciculus, intermediate portion",DHBA:10592,DHBA
slf-l,#F2F1F0,2247,DHBA:266441649,"superior longitudinal fasciculus, lateral portion",DHBA:10592,DHBA
sox,#F2F1F0,2248,DHBA:13216,supraoptic dicussation,DHBA:10568,DHBA
tpul,#F2F1F0,2249,DHBA:266441653,temporopulvinar bundle,DHBA:10568,DHBA
thf,#F2F1F0,2250,DHBA:10593,thalamic fasciculus,DHBA:10568,DHBA
thpa,#F2F1F0,2251,DHBA:12090,thalamopallidal tract,DHBA:10568,DHBA
thst,#F2F1F0,2252,DHBA:12091,thalamostriate tract,DHBA:10568,DHBA
tuin,#F2F1F0,2253,DHBA:12092,tuberoinfundibular path,DHBA:10568,DHBA
unf,#F2F1F0,2254,DHBA:10594,uncinate fasciculus,DHBA:10568,DHBA
vamy,#F2F1F0,2255,DHBA:12093,ventral amygdaloid efferent path,DHBA:10568,DHBA
FV,#231F20,2256,DHBA:10595,ventricles of forebrain,DHBA:10156,DHBA
LV,#231F20,2257,DHBA:10596,lateral ventricles,DHBA:10595,DHBA
aLV,#231F20,2258,DHBA:10597,anterior horn of lateral ventricle,DHBA:10596,DHBA
bLV,#231F20,2259,DHBA:10598,body of lateral ventricle,DHBA:10596,DHBA
xLV,#231F20,2260,DHBA:266441657,atrium of lateral ventricle,DHBA:10596,DHBA
pLV,#231F20,2261,DHBA:10599,posterior horn of lateral ventricle,DHBA:10596,DHBA
iLV,#231F20,2262,DHBA:10600,inferior horn of lateral ventricle,DHBA:10596,DHBA
olr,#231F20,2263,DHBA:12021,olfactory recess,DHBA:10595,DHBA
3V,#231F20,2264,DHBA:10602,third ventricle,DHBA:10595,DHBA
ifr3V,#231F20,2265,DHBA:10603,infundubular recess of 3V,DHBA:10602,DHBA
por3V,#231F20,2266,DHBA:10604,preoptic recess of 3V,DHBA:10602,DHBA
pir3V,#231F20,2267,DHBA:266441661,pineal recess of 3V,DHBA:10602,DHBA
spr3V,#231F20,2268,DHBA:10605,suprapineal recess of 3V,DHBA:10602,DHBA
mmr3V,#231F20,2269,DHBA:12100,mammillary recess of 3V,DHBA:10602,DHBA
IVF,#231F20,2270,DHBA:10608,interventricular foramen,DHBA:10595,DHBA
FSS,#C8C9CA,2271,DHBA:10609,surface structures of forebrain,DHBA:10156,DHBA
CeS,#6D6E70,2272,DHBA:10610,cerebral sulci,DHBA:10609,DHBA
PriS,#6D6E70,2273,DHBA:10611,primary sulci,DHBA:10610,DHBA
cas,#6D6E70,2274,DHBA:10612,calcarine fissure,DHBA:10611,DHBA
cas-r,#6D6E70,2275,DHBA:13217,rostral (common) portion of calcarine fissure,DHBA:10612,DHBA
cas-c,#6D6E70,2276,DHBA:13218,caudal portion of calcarine fissure,DHBA:10612,DHBA
cas-cs,#6D6E70,2277,DHBA:13219,superior ramus of caudal calcarine fissure,DHBA:13218,DHBA
cas-ci,#6D6E70,2278,DHBA:13220,inferior ramus of caudal calcarine fissure,DHBA:13218,DHBA
cals,#6D6E70,2279,DHBA:10613,callosal sulcus,DHBA:10611,DHBA
cs,#6D6E70,2280,DHBA:10614,central sulcus,DHBA:10611,DHBA
cis,#6D6E70,2281,DHBA:10615,cingulate sulcus,DHBA:10611,DHBA
mr,#6D6E70,2282,DHBA:10616,marginal ramus of cis,DHBA:10615,DHBA
csr,#6D6E70,2283,DHBA:10617,circular sulcus of Reil,DHBA:10611,DHBA
csr-u,#6D6E70,2284,DHBA:13341,upper limiting sulcus,DHBA:10617,DHBA
csr-l,#6D6E70,2285,DHBA:13342,lower limiting sulcus,DHBA:10617,DHBA
cols,#6D6E70,2286,DHBA:10618,collateral sulcus,DHBA:10611,DHBA
cols-r,#6D6E70,2287,DHBA:146034772,"collateral sulcus, rostral segment",DHBA:10618,DHBA
cols-c,#6D6E70,2288,DHBA:146034776,"collateral sulcus, caudal segment",DHBA:10618,DHBA
hf,#6D6E70,2289,DHBA:10619,hippocampal fissure,DHBA:10611,DHBA
ips,#6D6E70,2290,DHBA:10620,intraparietal sulcus,DHBA:10611,DHBA
las,#6D6E70,2291,DHBA:10621,lateral (sylvian) fissure,DHBA:10611,DHBA
las-r,#6D6E70,2292,DHBA:12107,"lateral fissure, rostral ramus",DHBA:10621,DHBA
las-m,#6D6E70,2293,DHBA:12108,"lateral fissure, middle (ascending) ramus",DHBA:10621,DHBA
las-c,#6D6E70,2294,DHBA:12109,"lateral fissure, caudal ramus",DHBA:10621,DHBA
los,#6D6E70,2295,DHBA:10622,longitudinal fissure,DHBA:10611,DHBA
ots,#6D6E70,2296,DHBA:10623,occipitotemporal sulcus,DHBA:10611,DHBA
ols,#6D6E70,2297,DHBA:10624,olfactory sulcus,DHBA:10611,DHBA
ors,#6D6E70,2298,DHBA:10625,orbital sulcus,DHBA:10611,DHBA
ors-m,#6D6E70,2299,DHBA:13221,medial orbital sulcus,DHBA:10625,DHBA
ors-l,#6D6E70,2300,DHBA:13222,lateral orbital sulcus,DHBA:10625,DHBA
ors-t,#6D6E70,2301,DHBA:13223,transverse orbital sulcus,DHBA:10625,DHBA
pos,#6D6E70,2302,DHBA:10626,parietooccipital fissure,DHBA:10611,DHBA
pos-le,#6D6E70,2303,DHBA:146034780,"parietooccipital fissure, lateral extension",DHBA:10626,DHBA
pocs,#6D6E70,2304,DHBA:10627,postcentral sulcus,DHBA:10611,DHBA
prcs,#6D6E70,2305,DHBA:10628,precentral sulcus,DHBA:10611,DHBA
sts,#6D6E70,2306,DHBA:10629,superior temporal sulcus,DHBA:10611,DHBA
tranf,#6D6E70,2307,DHBA:12110,transverse cerebral  fissure,DHBA:10611,DHBA
SecS,#6D6E70,2308,DHBA:10630,secondary sulci,DHBA:10610,DHBA
aos,#6D6E70,2309,DHBA:146034784,anterior occipital sulcus,DHBA:10630,DHBA
ascs,#6D6E70,2310,DHBA:146034788,anterior subcentral sulcus,DHBA:10630,DHBA
csin,#6D6E70,2311,DHBA:13227,central sulcus of insula,DHBA:10630,DHBA
ers,#6D6E70,2312,DHBA:13226,endorhinal sulcus,DHBA:10630,DHBA
fimd,#6D6E70,2313,DHBA:12111,fimbriodentate sulcus,DHBA:10630,DHBA
fms,#6D6E70,2314,DHBA:146034792,frontomarginal sulcus,DHBA:10630,DHBA
ifs,#6D6E70,2315,DHBA:10631,inferior frontal sulcus,DHBA:10630,DHBA
its,#6D6E70,2316,DHBA:10632,inferior temporal sulcus,DHBA:10630,DHBA
imfs,#6D6E70,2317,DHBA:146034796,intermediate frontal sulcus,DHBA:10630,DHBA
ios,#6D6E70,2318,DHBA:146034800,inferior occipital sulcus,DHBA:10630,DHBA
mffs,#6D6E70,2319,DHBA:266441665,mid-fusiform sulcus,DHBA:10630,DHBA
mos,#6D6E70,2320,DHBA:146034804,middle (lateral) occipital sulcus,DHBA:10630,DHBA
mligs,#6D6E70,2321,DHBA:146034808,mid-lingual sulcus,DHBA:10630,DHBA
lus,#6D6E70,2322,DHBA:146034812,lunate sulcus,DHBA:10630,DHBA
mfs,#6D6E70,2323,DHBA:146034816,medial frontal sulcus,DHBA:10630,DHBA
pacs,#6D6E70,2324,DHBA:10633,paracentral sulcus,DHBA:10630,DHBA
pacis,#6D6E70,2325,DHBA:10634,paracingulate sulcus,DHBA:10630,DHBA
phligs,#6D6E70,2326,DHBA:146034820,parahippocampo-ligual sulcus,DHBA:10630,DHBA
pols,#6D6E70,2327,DHBA:10635,parolfactory sulcus,DHBA:10630,DHBA
pols-r,#6D6E70,2328,DHBA:146034824,rostral parolfactory sulcus,DHBA:10635,DHBA
pols-c,#6D6E70,2329,DHBA:146034828,caudal parolfactory sulcus,DHBA:10635,DHBA
prin,#6D6E70,2330,DHBA:13343,precentral sulcus of insula,DHBA:10630,DHBA
poin,#6D6E70,2331,DHBA:13344,postcentral sulcus of insula,DHBA:10630,DHBA
poscs,#6D6E70,2332,DHBA:146034832,posteior subcentral sulcus,DHBA:10630,DHBA
rs,#6D6E70,2333,DHBA:10636,rhinal sulcus,DHBA:10630,DHBA
ros,#6D6E70,2334,DHBA:146034836,rostral sulcus,DHBA:10630,DHBA
ros-s,#6D6E70,2335,DHBA:146034840,superior rostral sulcus,DHBA:146034836,DHBA
ros-i,#6D6E70,2336,DHBA:146034844,inferior rostral sulcus,DHBA:146034836,DHBA
ss,#6D6E70,2337,DHBA:10637,semiannular sulcus,DHBA:10630,DHBA
sps,#6D6E70,2338,DHBA:10638,subparietal (splenial) sulcus,DHBA:10630,DHBA
